embed_dropout,full_embed_dropout,shared_embed,add_shared_embed,frac_shared_embed,input_dim,n_heads,n_blocks,dropout,ff_hidden_dim,transformer_activation,mlp_hidden_dims,mlp_activation,mlp_batchnorm,mlp_batchnorm_last,mlp_linear_first,with_wide,lr,batch_size,weight_decay,optimizer,lr_scheduler,base_lr,max_lr,div_factor,final_div_factor,n_cycles,val_loss
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.28790438878867364
0.0,False,False,False,8,16,4,4,0.1,,relu,same,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.28845199156138634
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,True,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2887972626421187
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,True,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2891877074208524
0.0,False,False,False,8,16,2,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2893709937731425
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2894304489923848
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2898670708139737
0.0,False,True,False,4,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.28987912212808925
0.0,False,False,False,8,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.289944801479578
0.0,False,False,False,8,16,4,4,0.1,,relu,same,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2900158361428314
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2903566588130262
0.0,False,False,False,8,16,4,6,0.2,,relu,None,relu,False,False,False,True,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2908491649561458
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2911026432282395
0.0,False,True,False,4,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2911446454624335
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2914959196415212
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29170500735441846
0.0,False,True,False,4,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29225964844226837
0.0,False,False,False,8,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2925206708411376
0.1,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2925572440856033
0.0,False,False,False,8,16,4,4,0.1,,relu,same,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29257700343926746
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29261675518420005
0.0,False,True,False,4,16,4,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2926431844631831
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.01,1024,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29265609979629514
0.1,True,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2926716510620382
0.0,False,False,False,8,16,4,6,0.1,,relu,None,relu,False,False,False,True,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29284661304619575
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29303713805145687
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2931649171643787
0.1,True,False,False,8,16,4,6,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29321560222241616
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.01,512,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2932472758822971
0.0,False,True,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29353251432379085
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2938198405835364
0.0,False,False,False,8,64,16,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2941948175430298
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,True,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2942132448984517
0.0,False,False,False,8,16,2,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.294246061394612
0.0,False,False,False,8,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29438134448395836
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29442941066291595
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2944997830523385
0.0,False,False,False,8,32,8,4,0.1,,relu,same,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2946578823029995
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2946619424555037
0.0,False,False,False,8,64,16,4,0.1,,relu,same,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29478267580270767
0.1,True,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2947901350756486
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.294917732063267
0.0,False,False,False,8,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29497121108902824
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,512,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2950291501151191
0.1,True,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29503126566608745
0.0,False,False,False,8,32,8,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2951563878191842
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,512,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2952604161368476
0.0,False,False,False,8,16,2,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2952824690275722
0.0,False,False,False,8,32,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2955065448251035
0.0,False,True,False,4,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29551249452763134
0.0,False,False,False,8,64,16,4,0.1,,relu,same,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29555002765523064
0.0,False,True,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2955760049323241
0.0,False,True,False,8,32,8,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29576637802852523
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.0004,128,0.0,RAdam,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.2958076513475842
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2958143783940209
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2958377218908734
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2959793077574836
0.0,False,False,False,8,32,4,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29610190126631
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2961749935315715
0.0,False,False,False,8,32,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2962190839979384
0.0,False,True,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29623085260391235
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29633376250664395
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29639964095420307
0.0,False,False,False,8,32,8,4,0.1,,relu,same,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29647617745730614
0.0,False,False,False,8,64,16,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.296487954341703
0.0,False,False,False,8,32,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29657235203517807
0.0,False,False,False,8,64,16,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29658996562163037
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29675450382961166
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2967757922079828
0.0,False,True,False,4,16,4,8,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29686039148105514
0.0,False,True,False,8,32,8,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29712439452608425
0.0,False,False,False,8,64,16,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29713524753848713
0.0,False,True,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29713918475641143
0.0,False,True,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.297212951299217
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2972623060146968
0.0,False,False,False,8,32,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2974206432700157
0.0,False,False,False,8,64,16,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29759366230832207
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,True,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.297601124478711
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2978919425772296
0.0,False,True,False,4,16,4,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29797515355878407
0.0,False,False,False,8,32,8,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2981369238760736
0.0,False,False,False,8,64,16,8,0.2,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2983133676979277
0.0,False,False,False,8,32,8,4,0.1,,relu,same,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2983487422267596
0.0,False,False,False,8,64,16,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29834888834092355
0.0,False,True,False,4,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2989519010815356
0.0,False,False,False,8,32,4,8,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.29899298234118354
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2992464556462235
0.0,False,False,False,8,64,16,6,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.2993917349312041
0.0,False,False,False,8,64,16,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3001183706025283
0.0,False,False,False,8,32,4,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.30043746158480644
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3007599330610699
0.0,False,True,False,4,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.001,128,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3008263698882527
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,1024,0.0,AdamW,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3021321654319763
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.001,1024,0.0,Adam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.30217198729515077
0.1,True,False,False,8,16,4,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3040614699323972
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3061400478084882
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.0004,128,0.0,RAdam,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.3074871016045411
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3143594500919183
0.0,False,False,False,8,32,8,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3153639684120814
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3158126961853769
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.31618186748690075
0.0,False,False,False,8,32,4,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3179127379424042
0.0,False,False,False,8,64,16,4,0.1,,relu,same,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.32017141042484176
0.0,False,False,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3229903620150354
0.0,False,True,False,8,32,8,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3232748897539245
0.0,False,True,False,8,32,8,8,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3285776235991054
0.0,False,False,False,8,64,16,6,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.33260441695650417
0.0,False,False,False,8,32,8,8,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.33291179562608403
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.0005,128,0.0,RAdam,CyclicLR,0.0005,0.03,25,10000.0,10.0,0.33424229588773513
0.0,False,False,False,8,32,4,8,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.334426410910156
0.0,False,False,False,8,64,16,4,0.1,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3344504837360647
0.0,False,False,False,8,16,4,4,0.1,,relu,None,relu,False,False,False,False,0.0004,128,0.0,RAdam,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.3371761565407117
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.3574284236464236
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.0004,128,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.3653050801820225
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.0004,128,0.0,AdamW,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.37585460146268207
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.0005,128,0.0,Adam,CyclicLR,0.0005,0.03,25,10000.0,10.0,0.385416426592403
0.0,False,False,False,8,64,16,8,0.2,,relu,None,relu,False,False,False,False,0.01,128,0.0,RAdam,ReduceLROnPlateau,0.001,0.01,25,10000.0,5.0,0.4111136794090271
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.0005,128,0.0,AdamW,CyclicLR,0.0005,0.03,25,10000.0,10.0,0.5617784932255745
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.0004,128,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.5617787771754794
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.0004,128,0.0,AdamW,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.56177911741866
0.0,False,False,False,8,16,4,8,0.2,,relu,None,relu,False,False,False,False,0.0004,128,0.0,Adam,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.5619679010576673
0.0,False,False,False,8,32,8,8,0.2,,relu,None,relu,False,False,False,False,0.0004,128,0.0,AdamW,OneCycleLR,0.001,0.03,25,1000.0,5.0,0.5620140814118915
